KSU_SIS_COMP_SCI_ANALYSIS_03, 10415,,,,,,,,,,,,,,,,,
KSU_MASTR_TYPE,Term,EMPLID,WID,Sex,KSU Hispanic YN,Ethnic Grp,KSU AmIndian YN,KSU Asian YN,KSU Afr Amer YN,KSU Hawaiian YN,KSU White YN,KSU HS Name,KSU HS City,Citizen Country,KSU First Gen,Academic Plan,Sub-Plan,KSU Undergrad C
DAILY,2155,000619255,821607647,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,TWN,,BCS,BCSCS,SR
DAILY,2155,000620301,883101002,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2155,000626640,854162946,M,Y,HISPANIC,N,N,N,N,Y,Santa Fe Trail High School,Carbondale,USA,,BCS,BCSSE,SR
DAILY,2155,000629031,838061089,M,N,WHITE,N,N,N,N,Y,Bonner Springs High School,Bonner Springs,USA,Y,BCS,BCSCS,SR
DAILY,2155,000629094,852316594,M,N,BLACK,N,N,Y,N,N,Washington High School,Kansas City,USA,Y,BCS,BCSCS,JU
DAILY,2155,000640419,893110873,M,N,WHITE,N,N,N,N,Y,Council Grove High School,Council Grove,USA,,BCS,BCSCS,SR
DAILY,2155,000641405,869128420,M,N,WHITE,N,N,N,N,Y,Shawnee Mission West Hs,Shawnee Mission,USA,,BCS,BCSCS,SR
DAILY,2155,000642699,890925195,M,N,WHITE,N,N,N,N,Y,Bartlesville High School,Bartlesville,USA,,BCS,BCSCS,JU
DAILY,2155,000642343,869942235,M,N,WHITE,N,N,N,N,Y,Northeast Magnet School,Wichita,USA,,BCS,BCSSE,JU
DAILY,2155,000643693,857783964,M,N,WHITE,N,N,N,N,Y,Maize High School,Maize,USA,,BCS,BCSCS,SR
DAILY,2155,000644482,802076997,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,BCS,BCSCS,SR
DAILY,2155,000644871,887820144,M,N,ASIAN,N,Y,N,N,N,Foxcroft Academy,Dover Foxcroft,KOR,,BCS,BCSSE,SO
DAILY,2155,000649860,842556868,M,N,WHITE,N,N,N,N,Y,Baldwin High School,Baldwin,USA,,BCS,BCSCS,SR
DAILY,2155,000650039,848324688,M,N,WHITE,N,N,N,N,Y,Robert L Paschal High School,Fort Worth,USA,,BCS,BCSCS,SR
DAILY,2155,000650697,861818567,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,BCSSE,SR
DAILY,2155,000649936,825258963,M,N,WHITE,N,N,N,N,Y,Trinity Academy,Wichita,USA,,BCS,BCSCS,SR
DAILY,2155,000650625,867308156,M,N,WHITE,N,N,N,N,Y,Ulysses High School,Ulysses,USA,Y,BCS,BCSSE,SR
DAILY,2155,000653573,889692203,M,N,WHITE,N,N,N,N,Y,Hutchinson Senior High School,Hutchinson,USA,Y,BCS,BCSCS,JU
DAILY,2155,000655960,886359930,M,N,WHITE,N,N,N,N,Y,Olathe North High School,Olathe,USA,,BCS,BCSCS,SO
DAILY,2155,000656169,876986872,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,SR
DAILY,2155,000655273,816342840,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,BCSCS,SR
DAILY,2155,000655989,839263147,M,N,WHITE,N,N,N,N,Y,Logan View Public School,Hooper,USA,,BCS,BCSCS,SR
DAILY,2155,000657876,869612413,M,N,BLACK,N,N,Y,N,N,Lowndes High School,Valdosta,USA,Y,BCS,BCSSE,FR
DAILY,2155,000659902,808974691,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,SR
DAILY,2155,000660511,833702623,M,N,WHITE,N,N,N,N,Y,Rockhurst High School,Kansas City,USA,,BCS,BCSCS,SR
DAILY,2155,000660827,832654860,F,N,WHITE,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,Y,BCS,BCSCS,SR
DAILY,2155,000660885,874314722,M,N,WHITE,N,N,N,N,Y,Bethel Park Senior High School,Bethel Park,USA,Y,BCS,BCSCS,JU
DAILY,2155,000661588,888034842,M,N,WHITE,N,N,N,N,Y,GED-HS Equivalent,,USA,Y,BCS,BCSCS,SR
DAILY,2155,000665690,862521994,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,BCSCS,SR
DAILY,2155,000665938,823771893,M,N,WHITE,N,N,N,N,Y,Blue Valley Northwest Hs,Overland Park,USA,,BCS,BCSCS,JU
DAILY,2155,000667603,822248727,M,N,ASIAN,N,Y,N,N,N,Olathe Northwest High School,Olathe,USA,,BCS,BCSCS,SR
DAILY,2155,000667550,875685221,M,N,WHITE,N,N,N,N,Y,Shawnee Mission Northwest Hs,Shawnee Mission,USA,,BCS,BCSCS,SR
DAILY,2155,000667791,875359352,M,N,WHITE,N,N,N,N,Y,Trinity Academy,Wichita,USA,,BCS,BCSCS,SR
DAILY,2155,000667672,822455880,M,N,WHITE,N,N,N,N,Y,Kansas City Christian School,Prairie Village,USA,,BCS,BCSCS,SR
DAILY,2155,000671817,830782091,M,N,BLACK,N,N,Y,N,N,Wichita Hs Heights,Wichita,USA,,BCS,BCSSE,SR
DAILY,2155,000672595,888378419,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,Y,BCS,BCSCS,SO
DAILY,2155,000673178,805485447,M,N,ASIAN,N,Y,N,N,N,Oakley High School,Oakley,USA,,BCS,BCSCS,SR
DAILY,2155,000670941,847405117,M,N,WHITE,N,N,N,N,Y,Meade High School,Meade,USA,,BCS,BCSCS,FR
DAILY,2155,000673283,891326503,F,N,WHITE,N,N,N,N,Y,Axtell Public School,Axtell,USA,,BCS,BCSCS,SO
DAILY,2155,000673321,837481163,M,N,WHITE,N,N,N,N,Y,Shawnee Heights Sr High School,Tecumseh,USA,,BCS,BCSCS,JU
DAILY,2155,000675869,825716156,M,N,WHITE,N,N,N,N,Y,Burlington High School,Burlington,USA,Y,BCS,BCSCS,SR
DAILY,2155,000673611,800613419,M,N,WHITE,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,,BCS,BCSSE,JU
DAILY,2155,000674067,818018916,M,N,WHITE,N,N,N,N,Y,Chapman High School,Chapman,USA,,BCS,BCSCS,SR
DAILY,2155,000676493,882268509,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,BCS,BCSCS,SR
DAILY,2155,000677937,813171845,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,JU
DAILY,2155,000678313,885057486,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSSE,SR
DAILY,2155,000678748,830655071,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2155,000678971,821940064,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2155,000679681,875220674,M,N,ASIAN,N,Y,N,N,N,Shawnee Mission North High Sch,Overland Park,USA,,BCS,BCSCS,SR
DAILY,2155,000680889,875318337,M,N,WHITE,N,N,N,N,Y,McPherson High School,McPherson,USA,,BCS,BCSCS,SR
DAILY,2155,000680556,864391273,M,N,WHITE,N,N,N,N,Y,Shawnee Mission East High Sch,Shawnee Mission,USA,,BCS,BCSSE,SR
DAILY,2155,000681242,874063926,M,N,WHITE,N,N,N,N,Y,Sedgwick High School,Sedgwick,USA,,BCS,BCSCS,JU
DAILY,2155,000681525,841897228,M,N,WHITE,N,N,N,N,Y,Lawrence High School,Lawrence,USA,,BCS,BCSCS,JU
DAILY,2155,000683294,810250197,M,N,WHITE,N,N,N,N,Y,Seaman High School,Topeka,USA,,BCS,BCSSE,JU
DAILY,2155,000682010,810537468,M,N,WHITE,N,N,N,N,Y,Hutchinson Senior High School,Hutchinson,USA,Y,BCS,BCSSE,JU
DAILY,2155,000682830,891578346,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,BCSCS,SO
DAILY,2155,000683171,826311509,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,SR
DAILY,2155,000683576,843223894,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,JU
DAILY,2155,000683696,872179964,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSSE,SO
DAILY,2155,000683956,810216881,M,N,WHITE,N,N,N,N,Y,Omaha North High Magnet School,Omaha,USA,,BCS,BCSCS,SR
DAILY,2155,000683565,885572522,M,N,WHITE,N,N,N,N,Y,Andover High School,Andover,USA,,BCS,BCSSE,JU
DAILY,2155,000687199,817000787,M,N,WHITE,N,N,N,N,Y,Blue Valley West High School,Overland Park,USA,,BCS,BCSCS,JU
DAILY,2155,000687425,874940228,M,N,HAWPACI,N,N,N,Y,N,Olathe North High School,Olathe,USA,,BCS,BCSCS,SR
DAILY,2155,000687556,835052205,M,N,WHITE,N,N,N,N,Y,Piper High School,Kansas City,USA,,BCS,BCSCS,SR
DAILY,2155,000688057,850228607,M,N,MULTIRAC,N,Y,N,N,Y,Maize High School,Maize,USA,Y,BCS,BCSSE,JU
DAILY,2155,000689022,842707093,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,SAU,,BCS,BCSSE,JU
DAILY,2155,000689097,813843325,M,N,WHITE,N,N,N,N,Y,Blue Valley Southwest High Sch,Overland Park,USA,,BCS,BCSSE,SR
DAILY,2155,000690783,847478789,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2155,000688715,837581664,M,N,WHITE,N,N,N,N,Y,Lansing High School,Lansing,USA,,BCS,BCSSE,JU
DAILY,2155,000689829,838705387,M,N,WHITE,N,N,N,N,Y,Sabetha High School,Sabetha,USA,Y,BCS,BCSSE,SR
DAILY,2155,000690140,863853261,M,N,WHITE,N,N,N,N,Y,Maize South High School,Wichita,USA,,BCS,BCSCS,SR
DAILY,2155,000690461,863570963,M,N,WHITE,N,N,N,N,Y,Lawrence Free State Hs,Lawrence,USA,Y,BCS,BCSSE,SR
DAILY,2155,000691157,856609995,M,N,WHITE,N,N,N,N,Y,Leavenworth Senior High School,Leavenworth,USA,,BCS,BCSCS,SR
DAILY,2155,000691132,802821642,M,N,WHITE,N,N,N,N,Y,Gardner Edgerton High School,Gardner,USA,,BCS,BCSCS,JU
DAILY,2155,000691338,883082172,M,N,WHITE,N,N,N,N,Y,Andale High School,Andale,USA,,BCS,BCSCS,JU
DAILY,2155,000691747,866787127,F,N,BLACK,N,N,Y,N,N,Bellevue East High School,Bellevue,USA,,BCS,BCSCS,SR
DAILY,2155,000691935,886191157,M,N,WHITE,N,N,N,N,Y,Hiawatha High School,Hiawatha,USA,,BCS,BCSCS,SR
DAILY,2155,000691837,881025000,M,N,WHITE,N,N,N,N,Y,Kapaun Mt Carmel Catholic Hs,Wichita,USA,,BCS,BCSCS,JU
DAILY,2155,000692768,864739999,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,SR
DAILY,2155,000692596,877767042,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,BCS,BCSCS,SR
DAILY,2155,000693061,832492391,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,SAU,,BCS,BCSCS,JU
DAILY,2155,000693700,888389657,M,N,WHITE,N,N,N,N,Y,Blue Valley Southwest High Sch,Overland Park,USA,,BCS,BCSCS,SR
DAILY,2155,000693743,805707848,M,N,WHITE,N,N,N,N,Y,Blue Valley West High School,Overland Park,USA,,BCS,BCSSE,SR
DAILY,2155,000694147,884257967,M,N,WHITE,N,N,N,N,Y,Conway Springs High School,Conway Springs,USA,,BCS,BCSCS,SR
DAILY,2155,000694547,877531830,F,N,WHITE,N,N,N,N,Y,Maize High School,Maize,USA,,BCS,BCSSE,JU
DAILY,2155,000694700,886759480,M,N,WHITE,N,N,N,N,Y,Andover Central High School,Andover,USA,,BCS,BCSSE,SR
DAILY,2155,000696719,853064886,M,N,WHITE,N,N,N,N,Y,Saint Marys Academy,Saint Marys,USA,,BCS,BCSCS,SR
DAILY,2155,000696960,874116033,M,N,BLACK,N,N,Y,N,N,Manhattan High School,Manhattan,USA,,BCS,BCSCS,SO
DAILY,2155,000697005,859098229,M,N,WHITE,N,N,N,N,Y,Leavenworth Senior High School,Leavenworth,USA,,BCS,BCSSE,JU
DAILY,2155,000698111,841162590,M,N,WHITE,N,N,N,N,Y,Hutchinson Central Tech Hs,Buffalo,USA,Y,BCS,BCSSE,SR
DAILY,2155,000697687,820853737,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,BCS,BCSCS,JU
DAILY,2155,000698528,858635131,M,N,WHITE,N,N,N,N,Y,Clearwater High School,Clearwater,USA,Y,BCS,BCSCS,JU
DAILY,2155,000700488,866599578,M,N,ASIAN,N,Y,N,N,N,Manhattan High School,Manhattan,USA,Y,BCS,BCSSE,JU
DAILY,2155,000700727,886891587,M,N,WHITE,N,N,N,N,Y,Kingman High School,Kingman,USA,Y,BCS,BCSSE,JU
DAILY,2155,000700861,892299779,M,N,WHITE,N,N,N,N,Y,Maize High School,Maize,USA,,BCS,BCSCS,SO
DAILY,2155,000701607,892258551,M,N,WHITE,N,N,N,N,Y,Shawnee Mission Northwest Hs,Shawnee Mission,USA,,BCS,BCSCS,JU
DAILY,2155,000701157,844957927,M,N,WHITE,N,N,N,N,Y,Pretty Prairie High School,Pretty Prairie,USA,Y,BCS,BCSCS,JU
DAILY,2155,000701537,827281539,M,N,WHITE,N,N,N,N,Y,Onaga High School,Onaga,USA,,BCS,BCSSE,JU
DAILY,2155,000702038,834794490,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,BCS,BCSCS,JU
DAILY,2155,000702122,816679335,M,N,WHITE,N,N,N,N,Y,Blue Valley Southwest High Sch,Overland Park,USA,,BCS,BCSSE,SO
DAILY,2155,000702319,817442889,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,SO
DAILY,2155,000702770,874174548,M,N,ASIAN,N,Y,N,N,N,GED-HS Equivalent,,VNM,,BCS,BCSCS,SR
DAILY,2155,000703382,810284732,M,N,WHITE,N,N,N,N,Y,St Marys-Colgan Hs,Pittsburg,USA,Y,BCS,BCSCS,JU
DAILY,2155,000703807,801153150,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,BCS,BCSCS,JU
DAILY,2155,000703638,847408988,M,N,WHITE,N,N,N,N,Y,Liberal High School,Liberal,USA,Y,BCS,BCSCS,JU
DAILY,2155,000704068,813900964,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2155,000704239,899298489,M,N,BLACK,N,N,Y,N,N,Center Senior High School,Kansas City,USA,Y,BCS,BCSSE,JU
DAILY,2155,000704934,836011662,M,N,WHITE,N,N,N,N,Y,Bishop Carroll Catholic H S,Wichita,USA,,BCS,BCSCS,SO
DAILY,2155,000705038,896279560,M,N,WHITE,N,N,N,N,Y,Andover High School,Andover,USA,,BCS,BCSCS,JU
DAILY,2155,000705517,800206896,M,N,WHITE,N,N,N,N,Y,Columbus Unified High School,Columbus,USA,,BCS,BCSCS,JU
DAILY,2155,000705713,841460031,M,N,WHITE,N,N,N,N,Y,Hayden High School,Topeka,USA,,BCS,BCSSE,JU
DAILY,2155,000706454,873390625,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,JU
DAILY,2155,000706927,845208492,M,N,WHITE,N,N,N,N,Y,Salina High School Central,Salina,USA,Y,BCS,BCSCS,SR
DAILY,2155,000707196,825273369,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2155,000709430,878014910,M,N,WHITE,N,N,N,N,Y,Shawnee Mission West Hs,Shawnee Mission,USA,,BCS,BCSCS,JU
DAILY,2155,000709736,894039580,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,,BCS,BCSCS,SR
DAILY,2155,000709889,895781555,M,N,WHITE,N,N,N,N,Y,Olathe North High School,Olathe,USA,Y,BCS,BCSSE,SO
DAILY,2155,000710199,856596336,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,BCS,BCSCS,JU
DAILY,2155,000710312,872703195,M,N,WHITE,N,N,N,N,Y,Olathe North High School,Olathe,USA,,BCS,BCSSE,SR
DAILY,2155,000710581,896316185,M,N,WHITE,N,N,N,N,Y,Lansing High School,Lansing,USA,,BCS,BCSSE,SO
DAILY,2155,000710431,882361545,M,N,WHITE,N,N,N,N,Y,Buhler High School,Buhler,USA,Y,BCS,BCSCS,JU
DAILY,2155,000711024,836144653,M,N,WHITE,N,N,N,N,Y,Gardner Edgerton High School,Gardner,USA,,BCS,BCSCS,SR
DAILY,2155,000711478,817101330,F,Y,HISPANIC,N,N,N,N,Y,Maize High School,Maize,USA,,BCS,BCSCS,SO
DAILY,2155,000711269,825019289,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,,BCS,BCSSE,JU
DAILY,2155,000711344,826766299,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,,BCS,BCSCS,JU
DAILY,2155,000713509,878923401,M,N,BLACK,N,N,Y,N,N,Magnolia High School,Magnolia,USA,,BCS,BCSCS,JU
DAILY,2155,000714370,843107235,M,N,WHITE,N,N,N,N,Y,Andover Central High School,Andover,USA,,BCS,BCSCS,JU
DAILY,2155,000714807,874070288,F,N,WHITE,N,N,N,N,Y,Blue Valley Southwest High Sch,Overland Park,USA,,BCS,BCSCS,SO
DAILY,2155,000715028,886102080,M,N,WHITE,N,N,N,N,Y,Bishop Le Blond High School,St Joseph,USA,,BCS,BCSCS,JU
DAILY,2155,000715164,838321916,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Randolph,USA,,BCS,,FR
DAILY,2155,000715396,829535635,M,N,ASIAN,N,Y,N,N,N,Emporia Senior High School,Emporia,USA,,BCS,BCSSE,SO
DAILY,2155,000716195,851190394,F,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,BCSCS,JU
DAILY,2155,000716112,861814324,M,N,WHITE,N,N,N,N,Y,Wichita Northwest High School,Wichita,USA,,BCS,BCSCS,SO
DAILY,2155,000716726,817613530,M,Y,HISPANIC,N,N,N,N,Y,Lawrence D Bell High School,Hurst,USA,,BCS,BCSCS,SO
DAILY,2155,000716968,858828764,F,Y,HISPANIC,Y,N,N,N,N,University High School,Waco,USA,Y,BCS,BCSCS,JU
DAILY,2155,000717614,855891765,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,BCSSE,JU
DAILY,2155,000717260,899606489,M,N,WHITE,N,N,N,N,Y,Lansing High School,Lansing,USA,,BCS,BCSSE,JU
DAILY,2155,000718033,869177193,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,Y,BCS,BCSCS,SO
DAILY,2155,000718065,844181073,F,N,WHITE,N,N,N,N,Y,Pembroke Hill School,Kansas City,USA,Y,BCS,BCSCS,JU
DAILY,2155,000718124,813614051,M,N,WHITE,N,N,N,N,Y,Great Bend High School,Great Bend,USA,,BCS,BCSCS,JU
DAILY,2155,000718449,895406994,F,N,MULTIRAC,N,N,N,Y,Y,Olathe South High School,Olathe,USA,,BCS,BCSSE,JU
DAILY,2155,000718528,813288969,M,N,WHITE,N,N,N,N,Y,Doniphan West High School,Highland,USA,,BCS,BCSSE,SO
DAILY,2155,000719139,851232426,M,Y,HISPANIC,N,N,N,N,N,Lincoln College Prep Academy,Kansas City,USA,Y,BCS,BCSSE,SO
DAILY,2155,000719414,811532530,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2155,000720450,835483647,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,,JU
DAILY,2155,000720547,864749744,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,BCSCS,SO
DAILY,2155,000720795,842667248,M,N,WHITE,N,N,N,N,Y,Wamego High School,Wamego,USA,,BCS,BCSCS,SO
DAILY,2155,000720842,878325440,M,N,ASIAN,N,Y,N,N,N,St Dominic Savio Catholic High,Austin,CHN,,BCS,BCSCS,SO
DAILY,2155,000720915,800551930,M,N,WHITE,N,N,N,N,Y,Republic County High School,Belleville,USA,Y,BCS,BCSCS,FR
DAILY,2155,000721157,895636296,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,SR
DAILY,2155,000722301,836448882,M,N,MULTIRAC,N,Y,Y,N,N,Shawnee Mission East High Sch,Shawnee Mission,USA,,BCS,BCSSE,SO
DAILY,2155,000723068,889257605,M,N,BLACK,N,N,Y,N,N,Sumner Academy Arts & Science,Kansas City,USA,Y,BCS,BCSCS,JU
DAILY,2155,000723240,845933618,M,N,WHITE,N,N,N,N,Y,Blue Valley Northwest Hs,Overland Park,USA,,BCS,BCSCS,SR
DAILY,2155,000723366,815741414,M,N,WHITE,N,N,N,N,Y,Parsons Senior High School,Parsons,USA,,BCS,BCSSE,JU
DAILY,2155,000723370,893686438,M,N,WHITE,N,N,N,N,Y,Andover Central High School,Andover,USA,,BCS,BCSSE,JU
DAILY,2155,000723435,850309085,M,N,BLACK,N,N,Y,N,N,James W Martin High School,Arlington,USA,Y,BCS,BCSCS,JU
DAILY,2155,000724470,812672826,M,N,WHITE,N,N,N,N,Y,Lawrence Free State Hs,Lawrence,USA,,BCS,BCSCS,JU
DAILY,2155,000724448,899183860,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,USA,,BCS,BCSSE,SR
DAILY,2155,000724996,846006518,M,N,WHITE,N,N,N,N,Y,Hugoton High School,Hugoton,USA,,BCS,BCSSE,JU
DAILY,2155,000725175,810753024,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,Y,BCS,BCSCS,JU
DAILY,2155,000726301,853517797,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,SAU,,BCS,BCSCS,SO
DAILY,2155,000727094,806091298,M,N,WHITE,N,N,N,N,Y,Wamego High School,Wamego,USA,,BCS,BCSSE,SO
DAILY,2155,000725567,856269277,M,N,WHITE,N,N,N,N,Y,Bennington High School,Bennington,USA,,BCS,BCSCS,FR
DAILY,2155,000726828,807692455,M,N,WHITE,N,N,N,N,Y,Jefferson West High School,Meriden,USA,,BCS,BCSCS,JU
DAILY,2155,000727552,811012287,F,N,WHITE,N,N,N,N,Y,Sacred Heart Jr-Sr High School,Salina,USA,,BCS,BCSSE,SO
DAILY,2155,000729416,871550586,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,JU
DAILY,2155,000730283,807069911,M,N,MULTIRAC,Y,N,N,N,Y,Central Junior-Senior Hs,Burden,USA,,BCS,BCSCS,JU
DAILY,2155,000728825,842616219,M,N,WHITE,N,N,N,N,Y,Northfield Sch Of Liberal Arts,Wichita,USA,,BCS,BCSCS,JU
DAILY,2155,000729954,853558396,M,N,WHITE,N,N,N,N,Y,Buhler High School,Buhler,USA,Y,BCS,BCSCS,FR
DAILY,2155,000730508,846032984,M,N,WHITE,N,N,N,N,Y,Northfield Sch Of Liberal Arts,Wichita,USA,,BCS,BCSSE,SO
DAILY,2155,000730776,831814992,F,N,WHITE,N,N,N,N,Y,Trinity Catholic High School,Hutchinson,USA,,BCS,BCSCS,FR
DAILY,2155,000731050,875367786,M,N,WHITE,N,N,N,N,Y,Andover High School,Andover,USA,,BCS,BCSSE,SO
DAILY,2155,000731506,896633628,M,N,ASIAN,N,Y,N,N,N,Blue Valley Northwest Hs,Overland Park,USA,,BCS,BCSCS,SR
DAILY,2155,000731794,873198577,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,BCS,BCSCS,SO
DAILY,2155,000731267,808804594,M,N,WHITE,N,N,N,N,Y,Saint Thomas Aquinas High Sch,Overland Park,USA,,BCS,BCSCS,JU
DAILY,2155,000731271,884406717,F,N,WHITE,N,N,N,N,Y,Phillipsburg High School,Phillipsburg,USA,Y,BCS,BCSSE,SO
DAILY,2155,000731779,857916582,M,N,WHITE,N,N,N,N,Y,Wamego High School,Wamego,USA,,BCS,BCSCS,SO
DAILY,2155,000732020,814841054,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,MYS,,BCS,BCSCS,SR
DAILY,2155,000732040,851917501,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,IRQ,,BCS,BCSSE,SO
DAILY,2155,000732801,835286442,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,MYS,,BCS,BCSCS,SR
DAILY,2155,000733886,842067352,M,N,WHITE,N,N,N,N,Y,Salina High School South,Salina,USA,Y,BCS,BCSCS,SO
DAILY,2155,000734449,827659495,M,N,WHITE,N,N,N,N,Y,Calvary Baptist School,Lexington Park,USA,Y,BCS,BCSCS,SR
DAILY,2155,000734806,891604206,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,JU
DAILY,2155,000734847,861483730,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,USA,,BCS,BCSCS,SR
DAILY,2155,000734931,860021794,M,N,WHITE,N,N,N,N,Y,Bishop Miege High School,Shawnee Mission,USA,,BCS,BCSCS,SO
DAILY,2155,000735166,853682101,M,N,WHITE,N,N,N,N,Y,Cair Paravel-Latin School,Topeka,USA,,BCS,BCSCS,SO
DAILY,2155,000735607,858651330,M,N,NOTSPEC,N,N,N,N,N,Mill Valley High School,Shawnee,USA,,BCS,BCSSE,SO
DAILY,2155,000734960,851280878,M,N,WHITE,N,N,N,N,Y,Wamego High School,Wamego,USA,Y,BCS,BCSCS,SO
DAILY,2155,000736542,805066762,M,Y,HISPANIC,N,Y,N,N,Y,Home Schooled Student,,USA,,BCS,BCSSE,SO
DAILY,2155,000736553,828567162,M,N,WHITE,N,N,N,N,Y,Santa Fe Trail High School,Carbondale,USA,Y,BCS,BCSCS,JU
DAILY,2155,000737494,818389047,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2155,000737704,813549054,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSSE,SR
DAILY,2155,000736447,823724237,M,N,WHITE,N,N,N,N,Y,Blue Valley West High School,Overland Park,USA,,BCS,BCSSE,SO
DAILY,2155,000738224,889633536,M,N,BLACK,N,N,Y,N,N,Freedom High School,South Riding,USA,,BCS,BCSCS,FR
DAILY,2155,000738324,815798825,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SO
DAILY,2155,000738383,872015711,M,N,BLACK,N,N,Y,N,N,Broken Arrow High School,Broken Arrow,USA,Y,BCS,BCSSE,JU
DAILY,2155,000739858,815862762,M,N,WHITE,N,N,N,N,Y,Blue Valley West High School,Overland Park,USA,,BCS,BCSCS,FR
DAILY,2155,000739715,856993912,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,,SO
DAILY,2155,000739794,820904577,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,BCS,BCSCS,SO
DAILY,2155,000739874,860140596,M,N,WHITE,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,,BCS,BCSSE,SO
DAILY,2155,000740394,835247642,M,N,WHITE,N,N,N,N,Y,Wamego High School,Wamego,USA,,BCS,BCSCS,SO
